"sex","age","socprof","income","marital","depress","sport","nofriend","smoke","nociga","alcabuse","bmi"
"MALE",25,"EMPLOYED IN PUBLIC SECTOR",2300,"SINGLE",0,"YES",3,"NO",NA,"NO",25.8805706350208
"FEMALE",72,"LONG-TERM SICK/DISABLED",780,"WIDOWED",11,"YES",1,"YES",12,"NO",20.829995193078
"MALE",38,"FARMER",-8,"MARRIED",0,"YES",4,"YES",10,"NO",21.8775510204082
"MALE",35,"EMPLOYED IN PRIVATE SECTOR",1200,"MARRIED",0,"YES",5,"YES",5,"NO",24.1516725033209
"FEMALE",47,"EMPLOYED IN PUBLIC SECTOR",2200,"MARRIED",0,"YES",4,"NO",NA,"NO",31.6032123735872
"MALE",68,"RETIRED",1600,"MARRIED",4,"YES",2,"NO",NA,"NO",37.3702422145329
"FEMALE",40,"EMPLOYED IN PRIVATE SECTOR",1400,"MARRIED",4,"YES",12,"NO",NA,"NO",24.4444444444444
"MALE",64,"RETIRED",1200,"MARRIED",3,"YES",2,"NO",NA,"NO",26.1224489795918
"FEMALE",38,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",0,"YES",0,"YES",15,"NO",20.9366391184573
"FEMALE",51,"EMPLOYED IN PUBLIC SECTOR",1300,"DIVORCED",5,"NO",5,"YES",3,"NO",25.2993759487266
"FEMALE",37,"EMPLOYED IN PUBLIC SECTOR",1000,"MARRIED",3,"YES",0,"NO",NA,"NO",21.192742415229
"MALE",65,"LONG-TERM SICK/DISABLED",1702,"MARRIED",3,"YES",10,"NO",NA,"NO",26.5625
"MALE",19,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",5,"NO",NA,"NO",24.2122933884298
"FEMALE",44,"EMPLOYED IN PRIVATE SECTOR",1200,"MARRIED",1,"YES",0,"YES",10,"NO",23.4375
"FEMALE",38,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",0,"YES",1,"YES",10,"NO",20.9366391184573
"MALE",25,"EMPLOYED IN PRIVATE SECTOR",1500,"SINGLE",3,"NO",3,"NO",NA,"YES",20.7756232686981
"FEMALE",36,"UNEMPLOYED",NA,"MARRIED",5,"NO",2,"YES",10,"NO",34.5473465140479
"FEMALE",38,"EMPLOYED IN PRIVATE SECTOR",900,"MARRIED",5,"YES",2,"YES",20,"NO",22.6757369614512
"FEMALE",57,"EMPLOYED IN PUBLIC SECTOR",2200,"MARRIED",3,"NO",7,"NO",NA,"NO",22.6002629848784
"FEMALE",78,"RETIRED",1130,"WIDOWED",4,"YES",2,"NO",NA,"YES",24.6097337006428
"MALE",43,"FARMER",300,"SINGLE",4,"YES",8,"NO",NA,"NO",24.5351239669421
"MALE",60,"FARMER",2000,"MARRIED",6,"YES",12,"YES",25,"NO",27.681660899654
"FEMALE",70,"RETIRED",1100,"MARRIED",8,"NO",20,"NO",NA,"NO",41.914342325865
"FEMALE",88,"RETIRED",1950,"WIDOWED",13,"NO",6,"NO",NA,"NO",26.4235698242833
"MALE",53,"LONG-TERM SICK/DISABLED",1250,"SINGLE",8,"YES",4,"NO",NA,"NO",39.039262343843
"MALE",39,"EMPLOYED IN PRIVATE SECTOR",1100,"MARRIED",6,"NO",10,"YES",40,"NO",31.263696128561
"MALE",39,"UNEMPLOYED",NA,"MARRIED",0,"YES",12,"YES",20,"NO",24.6181037747759
"MALE",19,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",2,"NO",NA,"NO",23.9389897746315
"FEMALE",88,"RETIRED",1000,"MARRIED",16,"YES",4,"NO",NA,"NO",25.1807851239669
"MALE",55,"FARMER",-8,"MARRIED",1,"YES",4,"NO",NA,"YES",25.7116620752984
"MALE",77,"RETIRED",800,"MARRIED",11,"YES",10,"NO",NA,"NO",34.6020761245675
"MALE",54,"EMPLOYED IN PUBLIC SECTOR",2000,"MARRIED",6,"YES",3,NA,-8,"NO",23.1481481481481
"MALE",49,"UNEMPLOYED",NA,"SINGLE",8,"YES",0,"YES",20,"YES",39.7923875432526
"FEMALE",51,"EMPLOYED IN PRIVATE SECTOR",1800,"MARRIED",3,"YES",6,"NO",NA,"NO",22.8623685413809
"MALE",55,"LONG-TERM SICK/DISABLED",1300,"MARRIED",6,"YES",3,"NO",NA,"NO",34.402221941674
"MALE",48,"LONG-TERM SICK/DISABLED",470,"DIVORCED",2,"NO",15,"YES",30,"NO",27.2508874466636
"FEMALE",43,"EMPLOYED IN PRIVATE SECTOR",1000,"SINGLE",0,"YES",2,"YES",20,"YES",23.7953599048186
"FEMALE",18,"PUPIL OR STUDENT",-8,"SINGLE",2,"NO",3,"NO",NA,"NO",19.8347107438017
"MALE",53,"EMPLOYED IN PRIVATE SECTOR",-8,"MARRIED",8,"NO",20,"NO",NA,"NO",28.6801110976935
"FEMALE",55,"EMPLOYED IN PRIVATE SECTOR",-8,"MARRIED",5,"YES",3,"NO",NA,"NO",31.25
"FEMALE",77,"RETIRED",902,"WIDOWED",16,"YES",0,"NO",NA,"NO",20.3125
"FEMALE",25,"EMPLOYED IN PUBLIC SECTOR",1500,"SINGLE",2,"NO",2,"NO",NA,"NO",20.8209399167162
"FEMALE",46,"OTHER ECONOMICALLY INACTIVE",1000,"MARRIED",1,"YES",5,"NO",NA,"NO",25.390625
"MALE",37,"EMPLOYED IN PRIVATE SECTOR",1100,"MARRIED",3,"YES",6,"NO",NA,"NO",21.8775510204082
"FEMALE",46,"EMPLOYED IN PRIVATE SECTOR",2000,"MARRIED",2,"YES",10,"NO",NA,"NO",23.3066800530675
"FEMALE",69,"RETIRED",700,"MARRIED",11,"YES",8,"NO",NA,"NO",21.484375
"MALE",47,"EMPLOYED IN PRIVATE SECTOR",2000,"MARRIED",4,"NO",6,"NO",NA,"NO",21.6296487603306
"FEMALE",85,"RETIRED",1900,"WIDOWED",10,"YES",10,"NO",NA,"NO",19.5918367346939
"MALE",49,"OTHER ECONOMICALLY INACTIVE",600,"LEGALLY SEPARATED",8,"YES",3,"YES",10,"NO",25.7629805786762
"FEMALE",47,"LONG-TERM SICK/DISABLED",925,"MARRIED",0,"YES",10,"NO",NA,"NO",32.8125
"FEMALE",39,"EMPLOYED IN PRIVATE SECTOR",1500,"MARRIED",6,"NO",5,"NO",NA,"NO",22.3081499107674
"MALE",48,"EMPLOYED IN PUBLIC SECTOR",6500,"DIVORCED",0,"NO",99,"NO",NA,"NO",31.0204081632653
"MALE",52,"EMPLOYED IN PRIVATE SECTOR",3000,"MARRIED",3,"YES",12,"YES",15,"NO",25.8264462809917
"MALE",19,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",5,"NO",NA,"NO",22.0688094160254
"FEMALE",30,"EMPLOYED IN PUBLIC SECTOR",2700,"SINGLE",1,"YES",8,"NO",NA,"NO",22.189349112426
"FEMALE",24,"EMPLOYED IN PRIVATE SECTOR",1280,"SINGLE",2,"NO",10,"NO",NA,"NO",27.2173029467267
"FEMALE",36,"EMPLOYED IN PUBLIC SECTOR",3400,"MARRIED",3,"YES",3,"NO",NA,"NO",23.9512265931195
"MALE",44,"EMPLOYED IN PRIVATE SECTOR",890,"MARRIED",6,"YES",4,"YES",40,"NO",30.8641975308642
"FEMALE",35,"UNEMPLOYED",NA,"MARRIED",3,"YES",5,"NO",NA,"NO",27.0416441319632
"FEMALE",43,"EMPLOYED IN PRIVATE SECTOR",1900,"MARRIED",0,"NO",2,"NO",NA,"NO",23.4375
"MALE",61,"EMPLOYED IN PRIVATE SECTOR",3200,"MARRIED",0,"NO",10,"NO",NA,"NO",28.5967571277417
"FEMALE",62,"RETIRED",900,"SINGLE",6,"YES",0,"NO",NA,"NO",23.4235574063058
"MALE",80,"LONG-TERM SICK/DISABLED",700,"WIDOWED",14,"YES",10,"YES",12,"NO",33.0578512396694
"MALE",67,"RETIRED",-8,"MARRIED",2,"YES",4,"NO",NA,"NO",31.1418685121107
"MALE",43,"PUPIL OR STUDENT",3000,"MARRIED",4,"NO",6,"NO",NA,"NO",28.7317468902109
"FEMALE",38,"OTHER ECONOMICALLY INACTIVE",1000,"MARRIED",2,"YES",8,"NO",NA,"NO",29.7265160523187
"FEMALE",53,"EMPLOYED IN PRIVATE SECTOR",1800,"MARRIED",6,"NO",12,"NO",NA,"NO",24.1671624033314
"FEMALE",77,"RETIRED",820,"MARRIED",17,"YES",0,"NO",NA,"NO",24.8015873015873
"FEMALE",29,"OTHER ECONOMICALLY INACTIVE",-8,"MARRIED",0,"YES",8,"NO",NA,"NO",23.3354661447552
"FEMALE",24,"PUPIL OR STUDENT",500,"SINGLE",1,"NO",8,"NO",NA,"NO",19.53125
"FEMALE",63,"RETIRED",-8,"MARRIED",4,"YES",6,"YES",10,"NO",24.21875
"FEMALE",47,"EMPLOYED IN PUBLIC SECTOR",1400,"DIVORCED",2,"NO",6,"NO",NA,"NO",27.8851873884593
"FEMALE",36,"UNEMPLOYED",-8,"MARRIED",1,"NO",1,"NO",NA,"NO",40.8982748364069
"FEMALE",23,"UNEMPLOYED",-8,"SINGLE",1,"NO",5,"NO",NA,"NO",27.0051309748852
"FEMALE",63,"RETIRED",5000,"DIVORCED",NA,"YES",5,"YES",15,"NO",28.9590001524158
"FEMALE",74,"LONG-TERM SICK/DISABLED",1730,"SINGLE",6,"YES",10,"NO",NA,"NO",22.5827091723437
"FEMALE",61,"RETIRED",1600,"MARRIED",0,"YES",3,"NO",NA,"NO",28.7639710716634
"FEMALE",30,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",4,"NO",2,"NO",NA,"NO",28.6851446806985
"MALE",36,"FARMER",1800,"MARRIED",0,"YES",2,"NO",NA,"NO",25.6895619253651
"FEMALE",78,"RETIRED",1065,"WIDOWED",17,"YES",3,"NO",NA,"NO",19.3771626297578
"MALE",41,"SELF-EMPLOYED",1500,"MARRIED",6,"YES",20,"YES",25,"NO",26.4235698242833
"MALE",17,"PUPIL OR STUDENT",NA,"SINGLE",2,"YES",5,"NO",NA,"NO",21.1327134404057
"FEMALE",20,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",10,"NO",NA,"NO",20.7612456747405
"FEMALE",18,"PUPIL OR STUDENT",NA,"SINGLE",0,"YES",2,"NO",NA,"NO",19.0311418685121
"MALE",25,"EMPLOYED IN PRIVATE SECTOR",1400,"SINGLE",2,"NO",2,"YES",10,"NO",25.8264462809917
"FEMALE",61,"LONG-TERM SICK/DISABLED",1700,"MARRIED",7,"YES",10,"YES",2,"NO",33.2179930795848
"MALE",38,"EMPLOYED IN PRIVATE SECTOR",1400,"SINGLE",2,"NO",4,"NO",NA,"NO",39.4159276180238
"FEMALE",36,"UNEMPLOYED",-8,"WIDOWED",1,"NO",6,"NO",NA,"NO",21.0961905148282
"FEMALE",40,"EMPLOYED IN PUBLIC SECTOR",3000,"SINGLE",0,"YES",13,"NO",NA,"NO",21.3577955953923
"MALE",25,"LONG-TERM SICK/DISABLED",600,"SINGLE",9,"YES",3,"YES",20,"NO",41.992105484169
"FEMALE",24,"EMPLOYED IN PRIVATE SECTOR",1200,"SINGLE",0,"NO",6,"NO",NA,"NO",21.3382106386222
"MALE",67,"RETIRED",1400,"MARRIED",11,"YES",6,"NO",NA,"NO",30.7958477508651
"MALE",72,"RETIRED",1800,"MARRIED",12,"YES",2,"NO",NA,"NO",25.7116620752984
"FEMALE",41,"UNEMPLOYED",NA,"MARRIED",8,"NO",5,"NO",NA,"NO",27.8851873884593
"FEMALE",41,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",0,"YES",14,"NO",NA,"NO",24.9134948096886
"FEMALE",63,"RETIRED",700,"MARRIED",5,"YES",20,"NO",NA,"NO",29.757785467128
"FEMALE",55,"OTHER ECONOMICALLY INACTIVE",740,"MARRIED",8,"YES",1,"NO",NA,"NO",30.0432622977087
"FEMALE",86,"RETIRED",2700,"WIDOWED",12,"YES",3,"NO",NA,"NO",22.9481157445588
"FEMALE",50,"EMPLOYED IN PUBLIC SECTOR",-8,"MARRIED",2,"NO",5,"NO",NA,"NO",26.7094017094017
"MALE",32,"SELF-EMPLOYED",-8,"MARRIED",5,"NO",11,"NO",NA,"NO",23.7955264410291
"FEMALE",21,"EMPLOYED IN PRIVATE SECTOR",1100,"SINGLE",0,"NO",10,"YES",10,"NO",21.09375
"MALE",24,"EMPLOYED IN PRIVATE SECTOR",1800,"MARRIED",3,"YES",10,"YES",10,"NO",22.038567493113
"FEMALE",21,"PUPIL OR STUDENT",4200,"SINGLE",0,"NO",2,"NO",NA,"NO",18.5911303407247
"FEMALE",18,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",5,"NO",NA,"NO",23.2550186382135
"FEMALE",17,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",15,"NO",NA,"NO",19.2893792677752
"MALE",53,"EMPLOYED IN PRIVATE SECTOR",1000,"MARRIED",1,"YES",5,"NO",NA,"NO",24.6913580246914
"FEMALE",21,"PUPIL OR STUDENT",1300,"SINGLE",7,"NO",3,"NO",NA,"NO",19.5716812826979
"MALE",64,"RETIRED",1350,"MARRIED",4,"YES",5,"NO",NA,"NO",26.1224489795918
"FEMALE",57,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",3,"YES",5,"YES",5,"NO",21.875
"FEMALE",42,"EMPLOYED IN PUBLIC SECTOR",1800,"MARRIED",2,"YES",6,"NO",NA,"YES",30.1162131519274
"FEMALE",78,"RETIRED",800,"WIDOWED",15,"YES",5,"NO",NA,"NO",38.054798910431
"FEMALE",74,"RETIRED",800,"MARRIED",7,"YES",5,"NO",NA,"YES",25.7116620752984
"MALE",35,"UNEMPLOYED",NA,"SINGLE",0,"NO",20,"YES",5,"NO",36.2959222320414
"FEMALE",55,"RETIRED",1230,"MARRIED",2,"NO",6,"NO",NA,"NO",21.3382106386222
"FEMALE",44,"EMPLOYED IN PRIVATE SECTOR",1200,"MARRIED",2,"NO",5,"YES",3,"NO",21.4535737137265
"MALE",35,"FARMER",-8,"SINGLE",0,"YES",5,"NO",NA,"NO",30.3460743801653
"MALE",74,"SELF-EMPLOYED",1200,"MARRIED",7,"YES",30,"NO",NA,"NO",22.0317256849864
"FEMALE",26,"UNEMPLOYED",NA,"MARRIED",1,"YES",2,"NO",NA,"NO",19.1953027964922
"FEMALE",57,"LONG-TERM SICK/DISABLED",900,"WIDOWED",7,"NO",1,"NO",NA,"NO",31.6455696202532
"FEMALE",27,"UNEMPLOYED",NA,"MARRIED",0,"YES",8,"YES",10,"NO",19.8412698412698
"MALE",38,"EMPLOYED IN PUBLIC SECTOR",3000,"MARRIED",1,"YES",-8,"NO",NA,"NO",25.8264462809917
"MALE",50,"LONG-TERM SICK/DISABLED",560,"SINGLE",4,"YES",2,"NO",NA,"NO",27.3981756824485
"MALE",64,"LONG-TERM SICK/DISABLED",890,"MARRIED",7,"YES",4,"NO",NA,"NO",23.046875
"FEMALE",18,"PUPIL OR STUDENT",NA,"SINGLE",2,"NO",10,"NO",NA,"NO",20.9366391184573
"FEMALE",19,"PUPIL OR STUDENT",NA,"SINGLE",3,"NO",6,"NO",NA,"NO",20.2020202020202
"MALE",82,"RETIRED",3500,"MARRIED",7,"YES",3,"NO",NA,"NO",25.8264462809917
"MALE",62,"RETIRED",2000,"MARRIED",15,"YES",6,"NO",NA,"NO",29.3877551020408
"FEMALE",58,"RETIRED",1200,"WIDOWED",5,"YES",0,"NO",NA,"NO",24.9134948096886
"FEMALE",55,"LONG-TERM SICK/DISABLED",500,"MARRIED",6,"YES",2,"NO",NA,"NO",34.8943985307622
"FEMALE",63,"RETIRED",1500,"WIDOWED",4,"NO",6,"NO",NA,"NO",21.484375
"FEMALE",83,"OTHER ECONOMICALLY INACTIVE",NA,"WIDOWED",21,"YES",1,"NO",NA,"NO",21.9671201814059
"FEMALE",52,"EMPLOYED IN PUBLIC SECTOR",2600,"MARRIED",7,"YES",20,"NO",NA,"NO",27.681660899654
"FEMALE",56,"EMPLOYED IN PRIVATE SECTOR",770,"MARRIED",NA,"YES",1,"NO",NA,"NO",24.034609838167
"FEMALE",25,"EMPLOYED IN PUBLIC SECTOR",-8,"SINGLE",0,"NO",5,"NO",NA,"YES",19.8176773682124
"MALE",87,"RETIRED",1700,"WIDOWED",11,"NO",10,"NO",NA,"NO",19.5918367346939
"FEMALE",68,"RETIRED",870,"MARRIED",10,"YES",7,"YES",10,"NO",23.6127508854782
"MALE",61,"SELF-EMPLOYED",1900,"MARRIED",NA,"YES",20,"NO",NA,"YES",22.8774057021934
"MALE",37,"UNEMPLOYED",2000,"MARRIED",0,"YES",5,"YES",20,"NO",29.0123456790123
"FEMALE",42,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",6,"YES",0,"NO",NA,"NO",32.2707877657858
"FEMALE",54,"FARMER",-8,"MARRIED",5,"NO",10,"YES",10,"NO",22.4765868886576
"FEMALE",26,"PUPIL OR STUDENT",NA,"SINGLE",6,"YES",10,"YES",18,"NO",23.6244474927602
"FEMALE",24,"OTHER ECONOMICALLY INACTIVE",-8,"SINGLE",0,"YES",8,"NO",NA,"NO",19.53125
"MALE",28,"EMPLOYED IN PRIVATE SECTOR",1500,"MARRIED",2,"NO",6,"YES",25,"NO",24.3823729785937
"MALE",57,"SELF-EMPLOYED",10000,"MARRIED",5,"NO",10,"NO",NA,"NO",29.7458085451595
"FEMALE",18,"PUPIL OR STUDENT",300,"MARRIED",2,"YES",7,"YES",15,"NO",20.7612456747405
"MALE",77,"RETIRED",720,"MARRIED",17,"YES",2,"NO",NA,"NO",26.346494034401
"MALE",56,"EMPLOYED IN PRIVATE SECTOR",1700,"MARRIED",6,"NO",7,"NO",NA,"NO",28.9978938371845
"MALE",49,"EMPLOYED IN PUBLIC SECTOR",-8,"MARRIED",2,"YES",10,"NO",NA,"NO",26.9896193771626
"FEMALE",61,"RETIRED",1769,"MARRIED",7,"NO",10,"YES",20,"NO",27.1111111111111
"FEMALE",69,"RETIRED",900,"WIDOWED",17,"YES",7,"NO",NA,"NO",25.7116620752984
"FEMALE",27,"EMPLOYED IN PRIVATE SECTOR",1200,"SINGLE",2,"YES",0,"NO",NA,"NO",17.1029149315883
"FEMALE",64,NA,910,"MARRIED",8,"YES",5,"YES",10,"NO",19.4869614512472
"MALE",33,"EMPLOYED IN PRIVATE SECTOR",2500,"MARRIED",0,"NO",10,"NO",NA,"NO",25.2493372048984
"FEMALE",51,"SELF-EMPLOYED",-8,"MARRIED",6,"NO",5,"NO",NA,"NO",37.3418686175888
"FEMALE",32,"UNEMPLOYED",NA,"MARRIED",10,"YES",6,"NO",NA,"NO",29.4107349182452
"FEMALE",19,"EMPLOYED IN PUBLIC SECTOR",1500,"SINGLE",0,"NO",4,"NO",NA,"NO",18.5901249256395
"FEMALE",17,"PUPIL OR STUDENT",-8,"SINGLE",0,"YES",10,"NO",NA,"NO",25.1807851239669
"MALE",60,"EMPLOYED IN PRIVATE SECTOR",1800,"MARRIED",7,"YES",2,"YES",20,"YES",22.5981404958678
"FEMALE",44,"EMPLOYED IN PRIVATE SECTOR",3000,"MARRIED",9,"YES",4,"NO",NA,"NO",28.8415318058003
"MALE",64,"LONG-TERM SICK/DISABLED",1000,"MARRIED",NA,"YES",10,"NO",NA,"NO",28.125
"MALE",55,"EMPLOYED IN PRIVATE SECTOR",200,"MARRIED",7,"YES",2,"YES",20,"YES",25.7116620752984
"MALE",51,"UNEMPLOYED",NA,"SINGLE",7,"YES",3,"YES",20,"NO",28.075042938301
"MALE",40,"EMPLOYED IN PRIVATE SECTOR",1200,"LEGALLY SEPARATED",6,"NO",2,"NO",NA,"YES",21.2244897959184
"FEMALE",57,"LONG-TERM SICK/DISABLED",800,"MARRIED",3,"YES",3,"NO",NA,"NO",34.6020761245675
"MALE",55,"UNEMPLOYED",NA,"MARRIED",4,"NO",15,"YES",10,"NO",29.218407596786
"FEMALE",51,"EMPLOYED IN PRIVATE SECTOR",1000,"MARRIED",4,"YES",3,"YES",20,"NO",29.7441998810232
"FEMALE",38,"OTHER ECONOMICALLY INACTIVE",-8,"MARRIED",11,"YES",8,"NO",NA,"NO",46.875
"MALE",37,"LONG-TERM SICK/DISABLED",1200,"DIVORCED",0,"NO",3,"YES",30,"NO",26.9274376417234
"FEMALE",30,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",0,"YES",2,"NO",NA,"NO",17.7154195011338
"FEMALE",60,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",4,"YES",1,"NO",NA,"NO",30.0914316577293
"FEMALE",55,"FARMER",NA,"MARRIED",1,"YES",3,"YES",8,"NO",26.1286108288576
"FEMALE",25,"PUPIL OR STUDENT",-8,"MARRIED",4,"YES",2,"NO",NA,"NO",20.7612456747405
"FEMALE",81,"RETIRED",1500,"WIDOWED",6,"YES",5,"NO",NA,"NO",29.4117647058824
"FEMALE",42,"OTHER ECONOMICALLY INACTIVE",800,"MARRIED",3,"YES",7,"NO",NA,"NO",30.1102788964583
"MALE",18,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",4,"NO",NA,"NO",24.3827160493827
"MALE",72,"RETIRED",1000,"MARRIED",10,"YES",5,"NO",NA,"NO",32.4444444444444
"FEMALE",26,"UNEMPLOYED",NA,"MARRIED",1,"YES",7,"NO",NA,"NO",23.4235574063058
"FEMALE",29,"EMPLOYED IN PRIVATE SECTOR",1400,"MARRIED",4,"YES",1,"YES",15,"NO",19.7210369679802
"FEMALE",76,"RETIRED",1440,"WIDOWED",8,"YES",5,"NO",NA,"YES",24.034609838167
"FEMALE",39,"OTHER ECONOMICALLY INACTIVE",-8,"MARRIED",11,"YES",2,"NO",NA,"NO",24.2214532871972
"FEMALE",17,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",2,"NO",NA,"NO",19.3163685227177
"MALE",33,"EMPLOYED IN PRIVATE SECTOR",1200,"MARRIED",0,"YES",1,"NO",NA,"NO",29.0659268067116
"FEMALE",21,"OTHER ECONOMICALLY INACTIVE",-8,"SINGLE",0,"NO",6,"YES",15,"YES",21.09375
"FEMALE",47,"EMPLOYED IN PRIVATE SECTOR",1800,"MARRIED",0,"NO",20,"NO",NA,"NO",25.8264462809917
"FEMALE",63,"RETIRED",1200,"MARRIED",15,"YES",5,"NO",NA,"NO",23.828125
"MALE",26,"EMPLOYED IN PRIVATE SECTOR",6000,"SINGLE",6,"YES",20,"NO",NA,"NO",28.6801110976935
"MALE",57,"EMPLOYED IN PRIVATE SECTOR",2500,"MARRIED",2,"YES",2,"YES",20,"NO",24.0740740740741
"MALE",63,"RETIRED",3000,"MARRIED",4,"YES",6,"YES",40,"NO",27.7574872169467
"MALE",47,"EMPLOYED IN PRIVATE SECTOR",2000,"MARRIED",6,"YES",8,"NO",NA,"NO",22.5710475017954
"MALE",76,"RETIRED",1057,"MARRIED",11,"YES",4,"NO",NA,"NO",34.6860908775581
"FEMALE",37,"EMPLOYED IN PUBLIC SECTOR",1800,"MARRIED",5,"NO",10,"NO",NA,"NO",46.8192627824019
"FEMALE",35,"OTHER ECONOMICALLY INACTIVE",2000,"MARRIED",3,"NO",10,"NO",NA,"NO",21.09375
"FEMALE",38,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",1,"YES",6,"YES",15,"NO",20.2020202020202
"FEMALE",32,"UNEMPLOYED",NA,"MARRIED",10,"YES",0,"NO",NA,"YES",31.640625
"FEMALE",54,"EMPLOYED IN PUBLIC SECTOR",4000,"DIVORCED",3,"YES",3,"YES",3,"NO",20.703125
"FEMALE",60,"RETIRED",1100,"MARRIED",3,"NO",10,"YES",3,"NO",28.3059950645957
"FEMALE",62,"LONG-TERM SICK/DISABLED",720,"MARRIED",6,"YES",0,"NO",NA,"NO",27.4405991735537
"FEMALE",48,"UNEMPLOYED",NA,"MARRIED",3,"NO",3,"NO",NA,"NO",23.0300453514739
"FEMALE",39,"EMPLOYED IN PRIVATE SECTOR",1500,"MARRIED",0,"YES",5,"NO",NA,"NO",33.59375
"MALE",23,"EMPLOYED IN PRIVATE SECTOR",1500,"SINGLE",0,"NO",10,"NO",NA,"NO",21.6049382716049
"FEMALE",18,"OTHER ECONOMICALLY INACTIVE",NA,"SINGLE",0,"YES",2,"NO",NA,"NO",22.4913494809689
"FEMALE",48,"EMPLOYED IN PUBLIC SECTOR",1700,"MARRIED",2,"NO",6,"NO",NA,"NO",25.2825698988697
"FEMALE",40,"FARMER",-8,"MARRIED",0,"YES",20,"NO",NA,"NO",20.0692041522491
"MALE",51,"OTHER ECONOMICALLY INACTIVE",NA,"DIVORCED",12,"YES",10,"YES",20,"YES",16.6602588747917
"MALE",23,"EMPLOYED IN PRIVATE SECTOR",3000,"SINGLE",1,"NO",5,"NO",NA,"NO",26.3656030286641
"FEMALE",40,"UNEMPLOYED",NA,"MARRIED",0,"NO",8,"NO",NA,"NO",28.0403781445281
"MALE",19,"PUPIL OR STUDENT",-8,"SINGLE",1,"YES",5,"NO",NA,"NO",20.0177299894192
"FEMALE",47,"EMPLOYED IN PUBLIC SECTOR",2000,"DIVORCED",9,"YES",0,"NO",NA,"NO",23.5078053259871
"FEMALE",19,"PUPIL OR STUDENT",NA,"SINGLE",1,"YES",2,"NO",NA,"NO",22.3214285714286
"FEMALE",32,"OTHER ECONOMICALLY INACTIVE",-8,"MARRIED",3,"YES",3,"NO",NA,"NO",19.53125
"FEMALE",45,"EMPLOYED IN PRIVATE SECTOR",1200,"MARRIED",0,"NO",10,"NO",NA,"NO",23.051754907793
"FEMALE",53,"FARMER",400,"MARRIED",0,"YES",10,"NO",NA,"NO",25.2825698988697
"FEMALE",44,"FARMER",600,"MARRIED",6,"YES",5,"YES",5,"NO",25
"MALE",35,"EMPLOYED IN PUBLIC SECTOR",3500,"MARRIED",2,NA,10,"NO",NA,"NO",26.3090165575224
"MALE",77,"RETIRED",2200,"MARRIED",11,"YES",10,"NO",NA,"NO",29.5159386068477
"MALE",52,"OTHER ECONOMICALLY INACTIVE",700,"MARRIED",4,"YES",5,"YES",-8,"NO",26.5432098765432
"FEMALE",53,"EMPLOYED IN PRIVATE SECTOR",1000,"DIVORCED",7,"YES",2,"NO",NA,"NO",24.9770431588613
"MALE",57,"EMPLOYED IN PUBLIC SECTOR",2000,"MARRIED",3,"YES",2,"YES",20,"NO",26.5337588296461
"FEMALE",21,"PUPIL OR STUDENT",NA,"SINGLE",5,"NO",20,"NO",NA,"NO",28.3446712018141
"MALE",62,"RETIRED",1728,"MARRIED",7,"YES",4,"NO",NA,"NO",23.9389897746315
"MALE",62,"RETIRED",900,"WIDOWED",11,"YES",2,"NO",NA,"NO",31.0978907517577
"MALE",52,"EMPLOYED IN PRIVATE SECTOR",4500,"MARRIED",6,"NO",6,"NO",NA,"NO",28.735632183908
"FEMALE",77,"RETIRED",990,"WIDOWED",14,"YES",0,"YES",20,"NO",25.5102040816327
"FEMALE",87,"RETIRED",1200,"WIDOWED",8,"YES",8,"NO",NA,"NO",28.5779606767261
"FEMALE",35,"PUPIL OR STUDENT",2000,"SINGLE",0,"YES",3,"YES",10,"NO",24.2214532871972
"MALE",39,"EMPLOYED IN PRIVATE SECTOR",1100,"MARRIED",0,"NO",6,"YES",20,"NO",24.8015873015873
"MALE",37,"EMPLOYED IN PUBLIC SECTOR",3500,"MARRIED",2,"NO",4,"NO",NA,"NO",24.8163265306122
"FEMALE",63,"RETIRED",1100,"MARRIED",7,"YES",20,"NO",NA,"NO",28.0403781445281
"MALE",53,"LONG-TERM SICK/DISABLED",700,"MARRIED",7,"NO",5,"NO",NA,"NO",29.4117647058824
"FEMALE",57,"UNEMPLOYED",-8,"MARRIED",0,NA,10,"YES",20,"NO",NA
"FEMALE",23,"OTHER ECONOMICALLY INACTIVE",600,"SINGLE",6,"NO",1,"NO",NA,"NO",20.3222528668892
